            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sensor|
    172.18.5.48|    192.168.0.1|35897|   53| 17|         1|       120|        |2016/04/06T08:49:26.169|    0.000|2016/04/06T08:49:26.169|Health|
    172.18.5.48|    192.168.0.1|36228|   53| 17|         1|        67|        |2016/04/06T08:49:36.284|    0.000|2016/04/06T08:49:36.284|Health|
    172.18.5.48|    192.168.0.1|34263|   53| 17|         1|       155|        |2016/04/06T08:49:40.317|    0.000|2016/04/06T08:49:40.317|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:49:40.118|    0.000|2016/04/06T08:49:40.118|Health|
  131.247.65.11|        8.8.8.8|56511|   53| 17|         1|        72|        |2016/04/06T08:49:46.136|    0.000|2016/04/06T08:49:46.136|Health|
  131.247.65.11|        8.8.8.8|58398|   53| 17|         1|        72|        |2016/04/06T08:49:46.136|    0.000|2016/04/06T08:49:46.136|Health|
   10.119.34.27|        8.8.8.8|58892|   53| 17|         1|        65|        |2016/04/06T08:49:55.733|    0.000|2016/04/06T08:49:55.733|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:49:58.932|    9.024|2016/04/06T08:50:07.956|Health|
   10.119.52.90|        1.1.1.1|49237| 8000| 17|         1|        90|        |2016/04/06T08:50:00.278|    0.000|2016/04/06T08:50:00.278|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:50:02.776|    0.000|2016/04/06T08:50:02.776|Health|
   10.119.34.33|    192.168.1.1|54288|  139|  6|         1|        64|        |2016/04/06T08:50:21.458|    0.000|2016/04/06T08:50:21.458|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:50:40.148|    0.000|2016/04/06T08:50:40.148|Health|
   10.119.34.39|    192.168.1.1|59636|  139|  6|         1|        64|        |2016/04/06T08:50:39.312|    0.000|2016/04/06T08:50:39.312|Health|
  131.247.65.11|        8.8.8.8|39915|   53| 17|         1|        72|        |2016/04/06T08:50:45.395|    0.000|2016/04/06T08:50:45.395|Health|
  131.247.65.11|        8.8.8.8|49464|   53| 17|         1|        72|        |2016/04/06T08:50:45.329|    0.000|2016/04/06T08:50:45.329|Health|
     172.18.3.9|    192.168.0.1|39266|   53| 17|         1|        67|        |2016/04/06T08:51:02.043|    0.000|2016/04/06T08:51:02.043|Health|
     172.18.3.9|    192.168.0.1|40530|   53| 17|         1|       155|        |2016/04/06T08:51:06.011|    0.000|2016/04/06T08:51:06.011|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:51:04.464|    0.000|2016/04/06T08:51:04.464|Health|
     172.18.3.9|    192.168.0.1|40450|   53| 17|         1|        67|        |2016/04/06T08:51:10.043|    0.000|2016/04/06T08:51:10.043|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:51:10.670|    8.960|2016/04/06T08:51:19.630|Health|
     172.18.3.9|    192.168.0.1|46876|   53| 17|         1|       167|        |2016/04/06T08:51:14.012|    0.000|2016/04/06T08:51:14.012|Health|
     172.18.3.9|    192.168.0.1|57892|   53| 17|         1|       120|        |2016/04/06T08:51:22.013|    0.000|2016/04/06T08:51:22.013|Health|
     172.18.3.9|    192.168.0.1|64961|   53| 17|         1|       120|        |2016/04/06T08:51:26.045|    0.000|2016/04/06T08:51:26.045|Health|
     172.18.3.9|    192.168.0.1|64328|   53| 17|         1|       120|        |2016/04/06T08:51:30.011|    0.000|2016/04/06T08:51:30.011|Health|
   10.119.34.69|    192.168.1.1|61801|  139|  6|         1|        64|        |2016/04/06T08:51:31.276|    0.000|2016/04/06T08:51:31.276|Health|
   10.119.34.69|    192.168.1.1|61800|  445|  6|         1|        64|        |2016/04/06T08:51:31.277|    0.000|2016/04/06T08:51:31.277|Health|
     172.18.3.9|    192.168.0.1|36781|   53| 17|         1|       120|        |2016/04/06T08:51:34.043|    0.000|2016/04/06T08:51:34.043|Health|
     172.18.3.9|    192.168.0.1|42530|   53| 17|         1|        67|        |2016/04/06T08:51:44.027|    0.000|2016/04/06T08:51:44.027|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:51:40.689|    0.000|2016/04/06T08:51:40.689|Health|
     172.18.3.9|    192.168.0.1|52497|   53| 17|         1|       155|        |2016/04/06T08:51:47.998|    0.000|2016/04/06T08:51:47.998|Health|
  131.247.65.11|        8.8.8.8|35950|   53| 17|         1|        72|        |2016/04/06T08:51:45.616|    0.000|2016/04/06T08:51:45.616|Health|
  131.247.65.11|        8.8.8.8|37820|   53| 17|         1|        72|        |2016/04/06T08:51:45.615|    0.000|2016/04/06T08:51:45.615|Health|
     172.18.3.9|    192.168.0.1|42110|   53| 17|         1|        67|        |2016/04/06T08:51:52.029|    0.000|2016/04/06T08:51:52.029|Health|
     172.18.3.9|    192.168.0.1|47141|   53| 17|         1|       167|        |2016/04/06T08:51:55.997|    0.000|2016/04/06T08:51:55.997|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:52:06.033|    0.000|2016/04/06T08:52:06.033|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:52:22.345|    9.024|2016/04/06T08:52:31.369|Health|
  131.247.65.11|        8.8.8.8|35514|   53| 17|         1|        64|        |2016/04/06T08:52:35.791|    0.000|2016/04/06T08:52:35.791|Health|
  131.247.65.11|        8.8.8.8|59326|   53| 17|         1|        64|        |2016/04/06T08:52:34.318|    0.000|2016/04/06T08:52:34.318|Health|
   10.119.34.27|        8.8.8.8|43424|   53| 17|         1|        72|        |2016/04/06T08:52:37.706|    0.000|2016/04/06T08:52:37.706|Health|
   10.119.34.27|        8.8.8.8|34640|   53| 17|         1|        72|        |2016/04/06T08:52:37.706|    0.000|2016/04/06T08:52:37.706|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:52:41.423|    0.000|2016/04/06T08:52:41.423|Health|
   10.119.34.27|        8.8.8.8|49785|   53| 17|         1|        65|        |2016/04/06T08:52:43.532|    0.000|2016/04/06T08:52:43.532|Health|
  131.247.65.11|        8.8.8.8|43727|   53| 17|         1|        72|        |2016/04/06T08:52:45.841|    0.000|2016/04/06T08:52:45.841|Health|
  131.247.65.11|        8.8.8.8|33488|   53| 17|         1|        72|        |2016/04/06T08:52:45.841|    0.000|2016/04/06T08:52:45.841|Health|
   131.247.63.6|        8.8.8.8|54638|   53| 17|         1|        82|        |2016/04/06T08:53:00.239|    0.000|2016/04/06T08:53:00.239|Health|
   10.119.34.27|        8.8.8.8|59971|   53| 17|         1|        71|        |2016/04/06T08:53:00.172|    0.000|2016/04/06T08:53:00.172|Health|
   10.119.34.33|    192.168.1.1|54304|  139|  6|         1|        64|        |2016/04/06T08:53:21.482|    0.000|2016/04/06T08:53:21.482|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:53:34.091|    9.024|2016/04/06T08:53:43.115|Health|
   10.119.34.39|    192.168.1.1|59645|  139|  6|         1|        64|        |2016/04/06T08:53:39.277|    0.000|2016/04/06T08:53:39.277|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:53:41.711|    0.000|2016/04/06T08:53:41.711|Health|
  131.247.65.11|        8.8.8.8|59033|   53| 17|         1|        72|        |2016/04/06T08:53:46.126|    0.000|2016/04/06T08:53:46.126|Health|
  131.247.65.11|        8.8.8.8|48520|   53| 17|         1|        72|        |2016/04/06T08:53:46.190|    0.000|2016/04/06T08:53:46.190|Health|
   131.247.63.6|        8.8.8.8|62388|   53| 17|         1|        89|        |2016/04/06T08:54:01.869|    0.000|2016/04/06T08:54:01.869|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:54:01.871|    0.000|2016/04/06T08:54:01.871|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:54:41.935|    0.000|2016/04/06T08:54:41.935|Health|
  131.247.65.11|        8.8.8.8|39384|   53| 17|         1|        72|        |2016/04/06T08:54:45.392|    0.000|2016/04/06T08:54:45.392|Health|
  131.247.65.11|        8.8.8.8|48181|   53| 17|         1|        72|        |2016/04/06T08:54:45.391|    0.000|2016/04/06T08:54:45.391|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         3|       252|        |2016/04/06T08:54:46.022|    1.920|2016/04/06T08:54:47.942|Health|
    172.18.5.48|    192.168.0.1|63565|   53| 17|         1|       120|        |2016/04/06T08:54:50.594|    0.000|2016/04/06T08:54:50.594|Health|
    172.18.5.48|    192.168.0.1|57672|   53| 17|         1|       120|        |2016/04/06T08:54:54.370|    0.000|2016/04/06T08:54:54.370|Health|
    172.18.5.48|    192.168.0.1|40708|   53| 17|         1|       120|        |2016/04/06T08:54:58.400|    0.000|2016/04/06T08:54:58.400|Health|
   10.119.52.90|        1.1.1.1|49237| 8000| 17|         1|        90|        |2016/04/06T08:55:00.239|    0.000|2016/04/06T08:55:00.239|Health|
   10.119.34.27|        8.8.8.8|59148|   53| 17|         1|        65|        |2016/04/06T08:55:00.804|    0.000|2016/04/06T08:55:00.804|Health|
   10.119.34.27|        8.8.8.8|59371|   53| 17|         1|        58|        |2016/04/06T08:54:57.990|    0.000|2016/04/06T08:54:57.990|Health|
   10.119.34.27|        8.8.8.8|59380|   53| 17|         1|        65|        |2016/04/06T08:54:58.823|    0.000|2016/04/06T08:54:58.823|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:55:03.503|    0.000|2016/04/06T08:55:03.503|Health|
   10.119.34.27|        8.8.8.8|53446|   53| 17|         1|        65|        |2016/04/06T08:55:02.084|    0.000|2016/04/06T08:55:02.084|Health|
   10.119.34.27|        8.8.8.8|41703|   53| 17|         1|        65|        |2016/04/06T08:55:02.853|    0.000|2016/04/06T08:55:02.853|Health|
   10.119.34.27|        8.8.8.8|    0|  771|  1|         2|       186|        |2016/04/06T08:55:03.813|    2.048|2016/04/06T08:55:05.861|Health|
   10.119.34.27|        8.8.8.8|46549|   53| 17|         1|        65|        |2016/04/06T08:55:04.772|    0.000|2016/04/06T08:55:04.772|Health|
    172.18.5.48|    192.168.0.1|61844|   53| 17|         1|        67|        |2016/04/06T08:55:08.446|    0.000|2016/04/06T08:55:08.446|Health|
   10.119.34.27|        8.8.8.8|56650|   53| 17|         1|        65|        |2016/04/06T08:55:06.373|    0.000|2016/04/06T08:55:06.373|Health|
   10.119.34.27|        8.8.8.8|50883|   53| 17|         2|       124|        |2016/04/06T08:55:06.372|    0.000|2016/04/06T08:55:06.372|Health|
    172.18.5.48|    192.168.0.1|46316|   53| 17|         1|       155|        |2016/04/06T08:55:12.480|    0.000|2016/04/06T08:55:12.480|Health|
   131.247.63.6|        8.8.8.8|55615|   53| 17|         1|        60|        |2016/04/06T08:55:14.636|    0.000|2016/04/06T08:55:14.636|Health|
   10.119.34.27|        8.8.8.8|53306|   53| 17|         1|        63|        |2016/04/06T08:55:16.743|    0.000|2016/04/06T08:55:16.743|Health|
   10.119.34.27|        8.8.8.8|57360|   53| 17|         1|        71|        |2016/04/06T08:55:17.510|    0.000|2016/04/06T08:55:17.510|Health|
   10.119.34.27|        8.8.8.8|46103|   53| 17|         1|        61|        |2016/04/06T08:55:14.181|    0.000|2016/04/06T08:55:14.181|Health|
   10.119.34.27|        8.8.8.8|56771|   53| 17|         1|        61|        |2016/04/06T08:55:14.181|    0.000|2016/04/06T08:55:14.181|Health|
   10.119.34.27|        8.8.8.8|46358|   53| 17|         1|        65|        |2016/04/06T08:55:14.179|    0.000|2016/04/06T08:55:14.179|Health|
   10.119.34.27|        8.8.8.8|48028|   53| 17|         1|        66|        |2016/04/06T08:55:14.183|    0.000|2016/04/06T08:55:14.183|Health|
   10.119.34.27|        8.8.8.8|35399|   53| 17|         1|        71|        |2016/04/06T08:55:39.331|    0.000|2016/04/06T08:55:39.331|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:55:42.477|    0.000|2016/04/06T08:55:42.477|Health|
  131.247.65.11|        8.8.8.8|59508|   53| 17|         1|        72|        |2016/04/06T08:55:45.612|    0.000|2016/04/06T08:55:45.612|Health|
  131.247.65.11|        8.8.8.8|51219|   53| 17|         1|        72|        |2016/04/06T08:55:45.678|    0.000|2016/04/06T08:55:45.678|Health|
   10.119.34.27|        8.8.8.8|52385|   53| 17|         1|        71|        |2016/04/06T08:56:03.524|    0.000|2016/04/06T08:56:03.524|Health|
   10.119.34.27|        8.8.8.8|55375|   53| 17|         1|        72|        |2016/04/06T08:56:02.561|    0.000|2016/04/06T08:56:02.561|Health|
   10.119.34.27|        8.8.8.8|46011|   53| 17|         1|        72|        |2016/04/06T08:56:02.561|    0.000|2016/04/06T08:56:02.561|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:56:05.322|    0.000|2016/04/06T08:56:05.322|Health|
   131.247.63.6|        8.8.8.8|61417|   53| 17|         1|        87|        |2016/04/06T08:56:05.326|    0.000|2016/04/06T08:56:05.326|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:56:06.465|    9.024|2016/04/06T08:56:15.489|Health|
  131.247.67.45| 69.172.201.208|49921|   25|  6|         4|       240|        |2016/04/06T08:56:08.259|    6.976|2016/04/06T08:56:15.235|Health|
   10.119.34.33|    192.168.1.1|54315|  139|  6|         1|        64|        |2016/04/06T08:56:21.505|    0.000|2016/04/06T08:56:21.505|Health|
   10.119.34.27|        8.8.8.8|44314|   53| 17|         1|        72|        |2016/04/06T08:56:25.347|    0.000|2016/04/06T08:56:25.347|Health|
   10.119.34.27|        8.8.8.8|44455|   53| 17|         1|        72|        |2016/04/06T08:56:25.346|    0.000|2016/04/06T08:56:25.346|Health|
     172.18.3.9|    192.168.0.1|33931|   53| 17|         1|       120|        |2016/04/06T08:56:31.202|    0.000|2016/04/06T08:56:31.202|Health|
     172.18.3.9|    192.168.0.1|56554|   53| 17|         1|       120|        |2016/04/06T08:56:35.236|    0.000|2016/04/06T08:56:35.236|Health|
     172.18.3.9|    192.168.0.1|40684|   53| 17|         1|       120|        |2016/04/06T08:56:39.204|    0.000|2016/04/06T08:56:39.204|Health|
   10.119.34.39|    192.168.1.1|59666|  139|  6|         1|        64|        |2016/04/06T08:56:39.298|    0.000|2016/04/06T08:56:39.298|Health|
     172.18.3.9|    192.168.0.1|33599|   53| 17|         1|       120|        |2016/04/06T08:56:43.231|    0.000|2016/04/06T08:56:43.231|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:56:43.272|    0.000|2016/04/06T08:56:43.272|Health|
  131.247.65.11|        8.8.8.8|60702|   53| 17|         1|        72|        |2016/04/06T08:56:45.897|    0.000|2016/04/06T08:56:45.897|Health|
  131.247.65.11|        8.8.8.8|36910|   53| 17|         1|        72|        |2016/04/06T08:56:45.897|    0.000|2016/04/06T08:56:45.897|Health|
     172.18.3.9|    192.168.0.1|61747|   53| 17|         1|        67|        |2016/04/06T08:56:53.218|    0.000|2016/04/06T08:56:53.218|Health|
     172.18.3.9|    192.168.0.1|62470|   53| 17|         1|       155|        |2016/04/06T08:56:57.182|    0.000|2016/04/06T08:56:57.182|Health|
     172.18.3.9|    192.168.0.1|45747|   53| 17|         1|        67|        |2016/04/06T08:57:01.218|    0.000|2016/04/06T08:57:01.218|Health|
     172.18.3.9|    192.168.0.1|46389|   53| 17|         1|       167|        |2016/04/06T08:57:05.187|    0.000|2016/04/06T08:57:05.187|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:57:06.951|    0.000|2016/04/06T08:57:06.951|Health|
   10.119.34.27|        8.8.8.8|57733|   53| 17|         1|        71|        |2016/04/06T08:57:08.991|    0.000|2016/04/06T08:57:08.991|Health|
   10.119.34.27|        8.8.8.8|35218|   53| 17|         1|        72|        |2016/04/06T08:57:11.937|    0.000|2016/04/06T08:57:11.937|Health|
   10.119.34.27|        8.8.8.8|48907|   53| 17|         1|        72|        |2016/04/06T08:57:11.938|    0.000|2016/04/06T08:57:11.938|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:57:18.146|    9.024|2016/04/06T08:57:27.170|Health|
  131.247.65.11|        8.8.8.8|37999|   53| 17|         1|        64|        |2016/04/06T08:57:35.943|    0.000|2016/04/06T08:57:35.943|Health|
  131.247.65.11|        8.8.8.8|46900|   53| 17|         1|        64|        |2016/04/06T08:57:36.005|    0.000|2016/04/06T08:57:36.005|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:57:43.690|    0.000|2016/04/06T08:57:43.690|Health|
  131.247.65.11|        8.8.8.8|41533|   53| 17|         1|        72|        |2016/04/06T08:57:46.122|    0.000|2016/04/06T08:57:46.122|Health|
  131.247.65.11|        8.8.8.8|38501|   53| 17|         1|        72|        |2016/04/06T08:57:46.121|    0.000|2016/04/06T08:57:46.121|Health|
   131.247.63.6|        8.8.8.8|56779|   53| 17|         1|        82|        |2016/04/06T08:58:00.393|    0.000|2016/04/06T08:58:00.393|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:58:08.265|    0.000|2016/04/06T08:58:08.265|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|        10|       840|        |2016/04/06T08:58:29.817|    9.024|2016/04/06T08:58:38.841|Health|
   131.247.63.6|        8.8.8.8|54946|   53| 17|         1|        86|        |2016/04/06T08:58:38.731|    0.000|2016/04/06T08:58:38.731|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:58:44.362|    0.000|2016/04/06T08:58:44.362|Health|
  131.247.65.11|        8.8.8.8|45625|   53| 17|         1|        72|        |2016/04/06T08:58:45.321|    0.000|2016/04/06T08:58:45.321|Health|
  131.247.65.11|        8.8.8.8|33590|   53| 17|         1|        72|        |2016/04/06T08:58:45.385|    0.000|2016/04/06T08:58:45.385|Health|
   10.119.34.27|        8.8.8.8|39609|   53| 17|         1|        72|        |2016/04/06T08:58:47.484|    0.000|2016/04/06T08:58:47.484|Health|
   10.119.34.27|        8.8.8.8|50340|   53| 17|         1|        72|        |2016/04/06T08:58:47.488|    0.000|2016/04/06T08:58:47.488|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T08:59:02.155|    0.000|2016/04/06T08:59:02.155|Health|
   131.247.63.6|        8.8.8.8|62388|   53| 17|         1|        89|        |2016/04/06T08:59:02.152|    0.000|2016/04/06T08:59:02.152|Health|
   10.119.34.33|    192.168.1.1|54332|  139|  6|         1|        64|        |2016/04/06T08:59:21.467|    0.000|2016/04/06T08:59:21.467|Health|
   10.119.34.39|    192.168.1.1|59679|  139|  6|         1|        64|        |2016/04/06T08:59:39.325|    0.000|2016/04/06T08:59:39.325|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         9|       756|        |2016/04/06T08:59:41.499|    8.000|2016/04/06T08:59:49.499|Health|
  10.119.38.154|        8.8.8.8|    0| 2048|  1|         1|        60|        |2016/04/06T08:59:44.395|    0.000|2016/04/06T08:59:44.395|Health|
  131.247.65.11|        8.8.8.8|38905|   53| 17|         2|       140|        |2016/04/06T08:59:44.648|    0.000|2016/04/06T08:59:44.648|Health|
  131.247.65.11|        8.8.8.8|40942|   53| 17|         2|       140|        |2016/04/06T08:59:44.585|    0.000|2016/04/06T08:59:44.585|Health|
  131.247.65.11|        8.8.8.8|47460|   53| 17|         1|        72|        |2016/04/06T08:59:45.610|    0.000|2016/04/06T08:59:45.610|Health|
  131.247.65.11|        8.8.8.8|48268|   53| 17|         1|        72|        |2016/04/06T08:59:45.610|    0.000|2016/04/06T08:59:45.610|Health|
   10.119.34.27|        8.8.8.8|    0| 2048|  1|         1|        84|        |2016/04/06T08:59:50.524|    0.000|2016/04/06T08:59:50.524|Health|
  131.247.64.67|  216.34.181.97|63512|   80|  6|         5|       310|        |2016/04/06T08:02:44.938|    5.184|2016/04/06T08:02:50.122|Health|
  131.247.64.67|  216.34.181.97|63512|   80|  6|         1|        46|        |2016/04/06T08:04:25.103|    0.000|2016/04/06T08:04:25.103|Health|
  131.247.64.67|  216.34.181.97|63562|   80|  6|         5|       310|        |2016/04/06T08:07:45.100|    5.120|2016/04/06T08:07:50.220|Health|
  10.119.30.243|  216.239.36.21|53206|  443|  6|        19|      2319|        |2016/04/06T08:08:11.711|    0.128|2016/04/06T08:08:11.839|Health|
  10.119.30.243|  216.239.36.21|53206|  443|  6|         1|        46|        |2016/04/06T08:08:56.890|    0.000|2016/04/06T08:08:56.890|Health|
  10.119.30.243|  216.239.36.21|53206|  443|  6|         2|        92|        |2016/04/06T08:09:11.800|    0.000|2016/04/06T08:09:11.800|Health|
  131.247.64.67|  216.34.181.97|63562|   80|  6|         1|        46|        |2016/04/06T08:09:25.194|    0.000|2016/04/06T08:09:25.194|Health|
  131.247.64.67|  216.34.181.97|63606|   80|  6|         5|       310|        |2016/04/06T08:12:44.996|    5.120|2016/04/06T08:12:50.116|Health|
  131.247.64.67|  216.34.181.97|63606|   80|  6|         1|        46|        |2016/04/06T08:14:25.078|    0.000|2016/04/06T08:14:25.078|Health|
  131.247.64.67|  216.34.181.97|63809|   80|  6|         5|       310|        |2016/04/06T08:17:44.959|    5.120|2016/04/06T08:17:50.079|Health|
  10.119.30.243|  216.239.36.21|54783|  443|  6|        22|      2501|        |2016/04/06T08:18:15.331|    0.192|2016/04/06T08:18:15.523|Health|
  10.119.30.243|  216.239.36.21|54783|  443|  6|         1|        46|        |2016/04/06T08:19:00.511|    0.000|2016/04/06T08:19:00.511|Health|
  10.119.30.243|  216.239.36.21|54783|  443|  6|         2|        92|        |2016/04/06T08:19:15.486|    0.000|2016/04/06T08:19:15.486|Health|
  131.247.64.67|  216.34.181.97|63809|   80|  6|         1|        46|        |2016/04/06T08:19:25.114|    0.000|2016/04/06T08:19:25.114|Health|
  131.247.64.67|  216.34.181.97|63880|   80|  6|         5|       310|        |2016/04/06T08:22:44.983|    5.120|2016/04/06T08:22:50.103|Health|
  131.247.64.67|  216.34.181.97|63880|   80|  6|         1|        46|        |2016/04/06T08:24:25.139|    0.000|2016/04/06T08:24:25.139|Health|
  131.247.64.67|  216.34.181.97|63931|   80|  6|         5|       310|        |2016/04/06T08:27:45.009|    5.120|2016/04/06T08:27:50.129|Health|
  10.119.30.243|  216.239.36.21|56070|  443|  6|        19|      2319|        |2016/04/06T08:28:17.407|    0.192|2016/04/06T08:28:17.599|Health|
  10.119.30.243|  216.239.36.21|56070|  443|  6|         1|        46|        |2016/04/06T08:29:02.663|    0.000|2016/04/06T08:29:02.663|Health|
  10.119.30.243|  216.239.36.21|56070|  443|  6|         2|        92|        |2016/04/06T08:29:17.577|    0.000|2016/04/06T08:29:17.577|Health|
  131.247.64.67|  216.34.181.97|63931|   80|  6|         1|        46|        |2016/04/06T08:29:25.103|    0.000|2016/04/06T08:29:25.103|Health|
  131.247.64.67|  216.34.181.97|64211|   80|  6|         5|       310|        |2016/04/06T08:32:45.035|    5.120|2016/04/06T08:32:50.155|Health|
  131.247.64.67|  216.34.181.97|64211|   80|  6|         1|        46|        |2016/04/06T08:34:25.129|    0.000|2016/04/06T08:34:25.129|Health|
  131.247.64.67|  216.34.181.97|64266|   80|  6|         5|       310|        |2016/04/06T08:37:44.993|    5.184|2016/04/06T08:37:50.177|Health|
  10.119.30.243|  216.239.36.21|57591|  443|  6|        19|      2377|        |2016/04/06T08:38:18.669|    0.192|2016/04/06T08:38:18.861|Health|
 131.247.67.131|   198.8.80.130|   80|53556|  6|         1|        46|        |2016/04/06T08:38:27.874|    0.000|2016/04/06T08:38:27.874|Health|
  10.119.30.243|  216.239.36.21|57591|  443|  6|         1|        46|        |2016/04/06T08:39:03.916|    0.000|2016/04/06T08:39:03.916|Health|
  10.119.30.243|  216.239.36.21|57591|  443|  6|         2|        92|        |2016/04/06T08:39:18.828|    0.000|2016/04/06T08:39:18.828|Health|
  131.247.64.67|  216.34.181.97|64266|   80|  6|         1|        46|        |2016/04/06T08:39:25.154|    0.000|2016/04/06T08:39:25.154|Health|
  131.247.64.67|  216.34.181.97|64306|   80|  6|         5|       310|        |2016/04/06T08:42:45.022|    5.120|2016/04/06T08:42:50.142|Health|
  131.247.64.67|  216.34.181.97|64306|   80|  6|         1|        46|        |2016/04/06T08:44:25.115|    0.000|2016/04/06T08:44:25.115|Health|
  131.247.64.67|  216.34.181.97|64582|   80|  6|         5|       310|        |2016/04/06T08:47:45.010|    5.184|2016/04/06T08:47:50.194|Health|
  10.119.30.243|  216.239.36.21|59213|  443|  6|        20|      2414|        |2016/04/06T08:48:27.607|    0.128|2016/04/06T08:48:27.735|Health|
  10.119.30.243|  216.239.36.21|59213|  443|  6|         1|        46|        |2016/04/06T08:49:12.854|    0.000|2016/04/06T08:49:12.854|Health|
  10.119.30.243|  216.239.36.21|59213|  443|  6|         2|        92|        |2016/04/06T08:49:27.762|    0.000|2016/04/06T08:49:27.762|Health|
  131.247.64.67|  216.34.181.97|64582|   80|  6|         1|        46|        |2016/04/06T08:49:25.141|    0.000|2016/04/06T08:49:25.141|Health|
  10.119.30.243|  216.239.36.21|59455|  443|  6|         8|       715|        |2016/04/06T08:50:47.695|    0.256|2016/04/06T08:50:47.951|Health|
  10.119.30.243|  216.239.36.21|59455|  443|  6|         2|        92|        |2016/04/06T08:50:58.893|    0.000|2016/04/06T08:50:58.893|Health|
  131.247.64.67|  216.34.181.97|64633|   80|  6|         5|       310|        |2016/04/06T08:52:45.007|    5.184|2016/04/06T08:52:50.191|Health|
  131.247.64.67|  216.34.181.97|64633|   80|  6|         1|        46|        |2016/04/06T08:54:25.165|    0.000|2016/04/06T08:54:25.165|Health|
  131.247.64.67|  216.34.181.97|64678|   80|  6|         5|       310|        |2016/04/06T08:57:45.037|    5.120|2016/04/06T08:57:50.157|Health|
  10.119.30.243|  216.239.36.21|60252|  443|  6|         8|       715|        |2016/04/06T08:57:53.723|    0.320|2016/04/06T08:57:54.043|Health|
  10.119.30.243|  216.239.36.21|60252|  443|  6|         2|        92|        |2016/04/06T08:58:09.017|    0.000|2016/04/06T08:58:09.017|Health|
  10.119.30.243|  216.239.36.21|60498|  443|  6|        19|      2329|        |2016/04/06T08:58:30.521|    0.192|2016/04/06T08:58:30.713|Health|
  10.119.30.243|  216.239.36.21|60498|  443|  6|         1|        46|        |2016/04/06T08:59:15.708|    0.000|2016/04/06T08:59:15.708|Health|
  131.247.64.67|  216.34.181.97|64678|   80|  6|         1|        46|        |2016/04/06T08:59:25.192|    0.000|2016/04/06T08:59:25.192|Health|
  10.119.30.243|  216.239.36.21|60498|  443|  6|         2|        92|        |2016/04/06T08:59:30.686|    0.000|2016/04/06T08:59:30.686|Health|
   10.119.52.90|        1.1.1.1|49237| 8000| 17|         1|        90|        |2016/04/06T09:00:00.266|    0.000|2016/04/06T09:00:00.266|Health|
   131.247.63.6|        8.8.8.8|62607|   53| 17|         1|        82|        |2016/04/06T09:00:03.719|    0.000|2016/04/06T09:00:03.719|Health|
    172.18.5.48|    192.168.0.1|40892|   53| 17|         1|       120|        |2016/04/06T09:00:27.555|    0.000|2016/04/06T09:00:27.555|Health|
    172.18.5.48|    192.168.0.1|35644|   53| 17|         1|       120|        |2016/04/06T09:00:31.591|    0.000|2016/04/06T09:00:31.591|Health|
